Air Temp (°C),Process Temp (°C),Rotational Speed (RPM),Torque (Nm),Tool Wear (Seconds),Target,Failure Types
29.021639645940432,71.62073687168879,1515.8406894759173,50.22302142550297,664.6379999777419,0,No Failure
21.88607487211053,69.89647118146407,2083.41778604911,52.22135053404916,6628.080757607376,0,No Failure
29.020743861771734,74.73113415916607,2455.801496431963,57.822145083049385,3295.5768184047756,0,No Failure
25.793867917664553,70.71510872655496,2112.6543240707897,69.91007192141672,7116.479752400563,0,No Failure
21.05676005325585,71.02509154162351,1642.4852953607829,68.4113334154282,1191.996403483079,0,No Failure
24.471829278392857,70.43154322805694,1752.7204532238675,62.72272232107238,8146.705688410139,0,No Failure
25.86343153310674,76.9178498356565,1086.057334766664,56.204644530938445,9095.91369735404,0,No Failure
23.684960577982107,60.18009670329882,2329.956108314315,68.4634618980038,9278.241596704876,0,No Failure
25.814751435681426,66.72464690001252,2343.004714770602,53.90266627961782,1511.2958656111707,0,No Failure
23.330396840878063,74.75250642029917,1855.7277332206525,66.79729274827098,1644.7180148015061,0,No Failure
29.4975663709947,74.04282527343997,2431.841914039038,64.48540910313551,7386.978454776461,0,No Failure
22.50924174504822,73.7224307705046,1398.683500411598,55.2875577167541,227.7092402422829,0,No Failure
26.898762785526312,71.6742575126925,2148.174358764264,67.28951266557941,2439.5089262286747,0,No Failure
22.534693868493882,68.61378529918335,2011.8101030462337,55.905233006170405,10319.530356055404,0,No Failure
26.523852718055792,64.78564250724816,1905.3784442734905,59.68686005403541,8908.828275555235,0,No Failure
27.933857812217546,60.62178609740828,1742.7133873580133,50.24558944774283,3520.105453560865,0,No Failure
27.05806035932644,67.54804869629788,1347.359754954894,66.01880714003616,7808.553931925683,0,No Failure
24.734703953233108,77.76856143433142,2304.3575911039215,59.09481999668358,7047.794415630547,0,No Failure
23.088762070287405,76.06448539159136,1305.6086268710526,59.90236354437306,4740.9705994755,0,No Failure
28.10056172279191,69.01540102596765,1339.4815673237072,66.66237414958366,2357.4306794909876,0,No Failure
23.020301283598208,76.49624850589969,2245.172417569909,68.69199390755152,6958.619322735511,0,No Failure
29.226382526431138,69.55169743589218,1280.176881959922,50.411261323286695,8999.390540507156,0,No Failure
25.098167253784986,64.85811174373606,1063.01546259139,50.391427324548786,1637.3878515220451,0,No Failure
22.716070232615483,77.23536110230252,2415.9982768852688,61.12020671081557,2179.5839968226433,0,No Failure
24.260407007313685,75.58738998049174,1213.565516212544,56.69987995858628,11974.49689298255,0,No Failure
21.30558988730529,76.53117828220729,1672.4108622005133,59.94156235457885,7659.090225568541,0,No Failure
27.741756512568795,73.43347533926939,2109.9688658506066,56.25412627100185,11674.608001537208,0,No Failure
23.68489375269969,60.526108506483816,1055.276459309361,60.651900864783585,7804.347565794277,0,No Failure
27.759158662273748,74.7602568388553,1148.4475483487954,54.18349118741228,5700.213343850948,0,No Failure
25.01397165194404,60.42039339049332,2038.1859596254883,54.82444715579844,6574.865573455554,0,No Failure
28.226421915206267,67.8123859227426,2079.8867086496693,66.87833539143803,7890.766087718261,0,No Failure
24.49802072141028,72.48286354660925,1993.452664725186,66.03720252088092,577.73994304728,0,No Failure
26.304559930481833,67.22663977135096,1597.628908706698,65.64313858798111,2041.5030949814495,0,No Failure
26.62029404364268,78.25877468323148,2319.088735893356,58.75816252690101,6826.238793533802,0,No Failure
22.91482689688216,60.22698895480075,2037.4333841363223,69.61731675766515,7258.780807036709,0,No Failure
21.273460306434618,64.6487851834324,2070.5585106314593,53.82820839380821,11101.45789147081,0,No Failure
26.304305695679446,77.51841937065815,1288.5183133057199,69.3569140291103,10828.867304347987,0,No Failure
28.995190768000104,69.92204075206955,1347.9399078329034,51.64653351439122,9255.336943276885,0,No Failure
21.800538522283055,64.56229749447282,1771.9259279632481,57.87748390209099,11868.839964106153,0,No Failure
21.691634447687704,75.65452664951947,1735.1837568578983,66.51997535507462,1970.4299376064128,0,No Failure
20.32217139393567,70.34165401265045,1367.8221194701441,68.0275574952629,1902.977359517123,0,No Failure
21.22727721929293,60.06100975538241,1545.4590031317775,51.094470414019966,11464.282195235519,0,No Failure
23.461270004814228,69.52672589333959,1065.4469600334278,58.2899180661184,7570.8267156070415,0,No Failure
20.234311508656717,68.67132413258739,1303.797616326261,66.2745158551846,11387.263364598006,0,No Failure
25.022687396209278,70.93371255033625,1191.356583921025,50.79292106817636,6307.730419517862,0,No Failure
27.387416156404747,75.58256856903299,1245.5715470428236,65.52862708768363,6256.991148098016,0,No Failure
20.506409959274997,65.32428400207327,1446.4331600138692,68.19103946346026,6110.494920519706,0,No Failure
27.058549685347742,61.992004468035546,1670.9324202266166,58.869423961507096,7670.562418848488,0,No Failure
23.67167283811221,66.69814031594629,1876.547762052984,64.50864553093467,595.2091823765362,0,No Failure
29.42561565542409,61.91199967234075,1649.5904394209883,58.964361217601734,211.14535273687807,0,No Failure
24.304114771709102,75.7317786349512,2273.3751449716456,65.24924739486381,9389.845079963457,0,No Failure
29.031314639073535,71.55485987723057,1330.8531793087625,64.94075844514597,9998.01565986771,0,No Failure
25.216904380618338,60.363296127218355,2354.2369112152674,62.6825262169658,9652.796101627058,0,No Failure
23.116151394908062,64.97717398853108,1142.6926843255073,66.27113959454405,667.0794522260342,0,No Failure
29.021699079149606,63.727266001090015,2274.576502398423,66.66377216406028,5393.398615345456,0,No Failure
25.62436153311377,64.59267517910084,2460.798801128427,59.94279423629503,11631.134835457116,0,No Failure
24.348005600446953,66.11696518749382,1156.6684200453542,52.502362016521296,8805.385920889588,0,No Failure
22.27643081208373,68.48325980665865,2288.1063861567836,51.42528163297826,1803.0902448617699,0,No Failure
28.24388569226044,76.02484013009104,1448.3323861774875,61.965175345884944,4068.029945033123,0,No Failure
21.387447428770813,73.52442188613489,2481.2674608021166,55.566992728757576,3576.283999661054,0,No Failure
20.836811965764106,63.78608833834004,1120.5824035301546,68.59756024460968,7159.0104205815305,0,No Failure
22.380011090572015,79.58951166098889,1846.785083669424,56.820681383885436,6601.997015767856,0,No Failure
22.660089197181584,71.38724417298226,2246.3177113609895,52.6507746502243,8820.898540915652,0,No Failure
28.0635563133063,61.68839037295354,1836.5936177563754,63.816493816219264,2228.0020301018767,0,No Failure
23.89688054443222,62.94566272247461,1143.802132447868,56.87367169584728,5591.463763973233,0,No Failure
25.391813828948493,69.68525365055928,2239.292442177364,63.12548019986431,3523.858058918615,0,No Failure
26.50936884891887,72.48077003626304,1635.4790846532069,67.80466946490485,6024.239058581736,0,No Failure
22.451950734712486,78.90834314426395,2456.033374753323,61.35923349122564,1894.4002245048353,0,No Failure
28.125831657666296,69.40808423236707,2227.6142189978445,61.95655688373638,10925.487952480198,0,No Failure
20.039140840940203,78.2793496263065,2425.5571938851745,65.11329232445817,3004.576800831873,0,No Failure
22.400600881063284,71.82964760725365,2442.9696986322197,54.287595084024886,10400.18210366379,0,No Failure
23.28972709608809,76.6846855332021,1188.7376885584506,58.462268954943006,1095.8355477508449,0,No Failure
24.699448438371096,77.09052148524742,1529.0040627186934,50.36213815688109,10.042809989245782,0,No Failure
25.709353585677594,60.55428739331619,2136.4612194102156,69.45938754597412,6568.66115902525,0,No Failure
27.379083344014525,69.0413253827694,1154.8855061273357,67.60109227107701,11454.519351731751,0,No Failure
23.736301505132655,73.91225493401747,1311.6163225794944,53.06666356162117,2170.7404884841826,0,No Failure
20.72365365066763,73.32607968617671,1717.310979146901,56.623496299132235,1850.7702965072265,0,No Failure
21.718210100330612,72.33421551373398,2401.1697589915943,50.759692310667376,6147.822195211218,0,No Failure
26.834482002426142,62.820275420899435,1773.1628762481078,51.84360243151677,3769.387364652167,0,No Failure
28.892179800374866,77.6256496654365,1988.3616819821564,54.10829538006386,4396.740538840141,0,No Failure
24.40611596901076,65.70856423412651,1509.964471811871,59.396627703528594,6641.436117167021,0,No Failure
23.2483943913426,68.7544106118969,1393.4185028197799,68.49619794049057,5490.274387964139,0,No Failure
20.737885165950853,60.84598133427017,1321.0555425656864,51.159378250308706,2743.925357770118,0,No Failure
24.315382489524453,68.33711107890508,2467.127164217694,55.97679455822775,10652.616743336806,0,No Failure
22.550616011734498,61.64205442219321,2495.2747710438166,62.60751000752492,10214.451923383302,0,No Failure
27.547176820582205,66.05982446642224,1843.9176440765077,65.61746775748503,9667.254915574042,0,No Failure
24.884989804796646,63.54745359038319,1716.605096528251,62.812037589554244,9236.857681124971,0,No Failure
27.127289172766723,72.43366863378532,2051.8447967006805,56.2167039801759,7275.091345749866,0,No Failure
23.40653895479151,76.1710114885662,1737.8949861227666,53.253566894794666,9499.544607917129,0,No Failure
26.003248492429815,60.02308491501714,1008.7057471315532,61.79628306027655,7799.137463845897,0,No Failure
20.647961955124416,66.35934771422065,1172.054166314246,56.434204858914846,3310.0452393121386,0,No Failure
29.69675153037172,70.32572480804474,2120.297982568589,60.78039218300031,2140.600857735748,0,No Failure
20.85019718878479,60.19649843716022,1871.3731794525534,65.23455643251533,2593.8966868874677,0,No Failure
25.664805590077556,74.08491830759947,1590.2174256744456,52.93915342174085,2972.2521337677417,0,No Failure
25.967635959158386,70.78886734278763,2492.8115698636257,53.823339551511985,8121.253781485077,0,No Failure
25.49975767837624,68.39413685353492,1366.6485687025224,54.611501240282315,9329.15515473767,0,No Failure
23.38807280503241,66.63072715865849,1460.3916374476053,55.4162844505324,8806.595574908439,0,No Failure
22.50126663581343,66.05050284591906,1581.027193241055,69.11055190387529,6890.098375749374,0,No Failure
25.150065493932114,77.6860305301268,1049.2309721837269,56.40413881518801,82.48604530377968,0,No Failure
23.893159142870836,69.85246093295305,1754.0995215322578,57.884910857212134,8280.48689201089,0,No Failure
24.891451930285797,73.70745302952142,1404.2787112265894,61.31223384959846,6050.137351810776,0,No Failure
29.39402581671,74.42254184730581,1852.7192129035552,60.59529290267068,9375.624778881393,0,No Failure
23.76609847331727,61.443593141415946,1536.272138121668,53.955541184677124,7561.041471683661,0,No Failure
28.567331708674914,74.65904753017253,1752.7977710613272,65.04164543459822,4375.042194143707,0,No Failure
20.47241594480065,66.83640930422791,2491.137034342363,58.45941121381019,962.2630833983644,0,No Failure
23.324231307006734,65.42389558634139,1095.1982462713202,63.49980617279891,3942.6007006901177,0,No Failure
25.4788142816302,72.20499967586667,1670.2541989562972,50.80154554033507,10177.118047076488,0,No Failure
26.652578249167664,66.32483599724601,1419.124846938967,52.78988310212798,7995.538750390552,0,No Failure
28.37057295711072,74.30001512388489,1761.441463463058,67.06423125122316,10171.39398117164,0,No Failure
23.81411106995514,77.22450958366804,2104.161921196388,62.993761670520826,9005.733354896172,0,No Failure
25.81082868565429,62.34900821911411,2178.750624135438,59.56386227578097,1454.2665883945685,0,No Failure
21.176116171467427,74.85307299926419,1840.2700926796683,57.99304344676105,609.9182227202663,0,No Failure
27.395962400507578,75.06312928833724,1196.7296461472906,50.2074070407193,9490.865208695477,0,No Failure
27.768825350069914,67.8136220017914,1129.1344161278646,63.719216060008165,2980.362528130912,0,No Failure
25.396397700320374,60.9824357115218,1387.0236132437178,50.10874815262058,9900.230516663789,0,No Failure
28.886564033770604,68.38154649274381,1882.1464099913032,68.18718768033949,8819.439338916512,0,No Failure
20.505215187041394,64.76926478467837,1083.5132989543924,65.51341810627082,3218.998844550605,0,No Failure
28.75171692542739,69.86623978311204,1061.6806846584702,54.543038709506575,4381.386477911529,0,No Failure
23.21387114687048,66.56016566187168,1503.2085857430761,50.759957027399594,634.2886450767425,0,No Failure
24.354949638358065,75.5039870242241,2487.9587891365454,60.2646810366483,5454.1556148931595,0,No Failure
23.642172451076718,73.4677221424919,2367.7668063462033,67.56113410013077,9378.963042434003,0,No Failure
24.844264122615606,62.28727510408979,1308.869694883832,69.45577291619988,3000.433027474346,0,No Failure
20.822451195801214,70.79395604723172,1001.8236751867408,55.15657401317108,7938.475678447249,0,No Failure
26.607973580123325,74.51911087591606,1947.2583772408138,61.08772708637346,7982.432911846423,0,No Failure
23.58620062331791,73.42324403406336,1385.987280711683,59.75115164634522,4041.5831182781967,0,No Failure
20.986378619165396,69.8341828585232,2395.1525059521446,68.63679222549673,10098.988250489188,0,No Failure
25.956639717042645,67.04417144025416,1365.895636460844,67.35673731357127,9790.37337669204,0,No Failure
29.502251304937786,73.11247985106813,2232.9333215831994,59.11285154803416,4678.00297025705,0,No Failure
22.54656982631787,69.19307764498265,2187.0262962485217,57.1240870391815,4515.514493448559,0,No Failure
25.13191720153919,71.99355831557214,1789.084950526552,51.4247394328929,4039.7030380600895,0,No Failure
28.45195721501277,72.24202074992216,2076.91781888642,69.59818586920193,10335.819108654561,0,No Failure
23.090264977396,71.8809745497196,1907.5632274111879,55.37762177082026,4295.13849185819,0,No Failure
24.109598614150187,62.615174762133144,2464.2322399225027,52.35637926475333,9955.28197790948,0,No Failure
23.589830953200764,75.89336633189161,1373.4192331965583,68.6590210910675,1078.125359481972,0,No Failure
23.381745946782807,74.38697567395009,1211.9401121582823,66.64972988668619,7706.4178564870845,0,No Failure
29.696622646167278,63.23407210659837,1718.1238054393016,56.90975437963563,5919.399301986595,0,No Failure
22.029410095077345,77.75237660591725,1838.4309063705077,50.34027608329153,8182.629947431442,0,No Failure
25.344397610454735,75.30874823621754,1097.3491578758137,52.708397644686755,10368.765950055504,0,No Failure
24.89823141652304,77.04530680150101,2080.3183436151185,59.72072661743917,5962.284621932862,0,No Failure
22.039334025882074,76.09206541999934,1351.9995148632797,62.12567704699526,5966.451141405999,0,No Failure
28.204272890358894,77.4745091211933,2057.4107554967354,58.96188808300508,7001.7568205330435,0,No Failure
22.319050298573252,61.57229769783007,1455.9957368063137,57.659026016581976,9587.109289745073,0,No Failure
29.185207166636438,68.53676405590437,2095.695836357986,52.33123272945082,5721.759148571483,0,No Failure
20.205476663558606,74.87991462581579,1368.1693476518672,52.341574375087625,2100.7773190312973,0,No Failure
22.07246545020824,62.04923363316572,2359.5057905045305,68.80213343221301,854.2524615567752,0,No Failure
25.48113386208375,72.22871747412222,1688.7811581661158,53.98398969242776,1902.738401553957,0,No Failure
25.357927996825886,62.02196556322234,1688.5609893049475,58.87753457446172,4466.75962694448,0,No Failure
21.83285684536303,78.11305901032844,1410.5806277016436,59.592440922927565,3454.0826531748035,0,No Failure
24.907525129709857,78.74905426892516,1320.6462180140297,65.04381404231907,9896.272675709055,0,No Failure
21.03037646980291,60.972311558440126,1085.079015870119,53.44751086723358,1491.8870054886972,0,No Failure
25.212053760070262,70.26074195451818,1238.4053049328106,63.85822620865004,7252.265316368578,0,No Failure
21.54392907500851,62.85877485104252,1639.0486401289243,62.881721884637926,2338.2040492836004,0,No Failure
23.255250676466154,60.88516678418495,1164.6492080830249,56.064960690248206,6864.566887965968,0,No Failure
29.702636480094057,79.16742460073164,1111.276410331377,52.87165660076084,5187.096361461639,0,No Failure
25.970806981986257,64.0618328175631,1282.0399445226099,67.38799442979949,4657.482914825508,0,No Failure
20.660394172783818,77.57793945662361,1606.2427675403299,62.71012012963951,405.101282874464,0,No Failure
29.08067102721118,74.29592466754653,1281.051288473219,66.11714296484078,942.4661617236319,0,No Failure
24.814565286363422,69.95168806181002,1278.368841519474,58.89626617961989,11114.098725803566,0,No Failure
28.048691314848867,68.41951450224701,1878.1934002106805,57.27076774674156,9609.329050895629,0,No Failure
20.07164268547721,73.87290024553616,2121.645896767536,64.58045793967626,9563.531368429052,0,No Failure
29.88772918387803,78.02746944053811,2067.4661660130905,63.01228283697113,3157.416093734208,0,No Failure
23.97187434094493,64.1447437592644,1844.0142462300714,67.26477970047588,2619.259756449937,0,No Failure
26.06913719725559,71.45011739626256,1332.4611645522082,54.18119056983091,7397.882525614455,0,No Failure
23.57450155344923,62.11258692791665,1329.1689108378418,60.392222517896734,6425.997637860188,0,No Failure
28.37706902645878,76.82404083968079,1944.7609033556605,50.01466265576014,10109.444297288097,0,No Failure
26.306514614502596,73.5230185165023,2115.645317551151,53.83506596472577,2117.8316587472077,0,No Failure
27.78443242359214,61.51466909096952,2169.8027954446325,69.50294138581619,10217.019754009507,0,No Failure
23.07641550108324,77.85833713714632,1626.963109214348,54.96212752352841,4517.375865992382,0,No Failure
25.659065151595946,77.254985502506,1289.5245326056315,63.60954784865402,9903.240345721784,0,No Failure
23.558868997325693,77.06097327286011,2343.851482919479,59.169055055484975,2015.419187743324,0,No Failure
29.93246309216803,61.34541899301459,2208.69208458634,68.53871723249499,11061.194066074275,0,No Failure
23.983005100560632,79.17434206535455,1082.4095075246862,66.1503767190042,5569.143133926166,0,No Failure
24.985144824797885,65.17863963968793,1745.607820738306,66.87961249368203,11451.460924424777,0,No Failure
29.193071474527052,79.06065815204468,1206.533467418515,51.91783396736751,59.66021167123836,0,No Failure
23.642945218789357,63.987561276855885,1849.6682320614145,52.822500956241875,7995.915041699149,0,No Failure
22.60225797367835,74.8621348898971,1674.0243154651794,68.12645634625609,1130.5909702407698,0,No Failure
21.44313409752219,71.17277364341618,1423.7428304869002,67.32099820322333,9563.653879841951,0,No Failure
27.206289637923657,79.10318784351965,2354.2723564932003,62.122514703240945,1783.0160987077757,0,No Failure
24.835313374897176,69.39229301874416,1292.1345152582298,66.30205928163602,1533.6680314307891,0,No Failure
27.460014449392144,62.53981940980537,1157.4592815532858,67.47164414870443,8046.9163086602875,0,No Failure
